type_projet,surface_m2,budget,localisation,categorie_produit,type_produit,marque,prix_unitaire,qualite,popularite,quantite,prix_total,score_global
immeuble,264,300000,Gabes,electricite,cable,Legrand,6.03,5,72,504,3039.12,100.0
maison,286,125717,Kebili,maconnerie,gravier,LocalStone,42.21,2,51,37,1561.77,51.08
renovation,491,137655,Gafsa,quincaillerie,vis,Fischer,1.04,4,45,311,323.44,93.4
renovation,136,61372,Nabeul,quincaillerie,cheville,LocalChev,0.83,2,44,247,205.01,53.12
immeuble,94,74585,Beja,etancheite,membrane_etanche,LocalMemb,47.3,2,28,98,4635.4,43.67
renovation,134,91187,Gabes,peinture,vernis,LocalVernis,38.45,2,44,20,769.0,49.36
renovation,371,120874,Kairouan,maconnerie,brique,SOTEMAIL,0.6,3,66,4553,2731.8,79.74
immeuble,403,300000,Ben Arous,menuiserie,serrure,Abus,89.38,3,47,2,178.76,65.16
immeuble,86,58061,Siliana,plomberie,robinet,Grohe,138.96,4,64,2,277.92,85.3
maison,465,290424,Kef,maconnerie,gravier,CarriereNabeul,51.58,4,66,129,6653.82,94.64
renovation,404,209271,Siliana,quincaillerie,boulon,Fischer,5.76,4,53,186,1071.36,95.32
maison,365,175616,Bizerte,maconnerie,parpaing,ParpaingPro,3.17,4,56,913,2894.21,96.48
renovation,449,203922,Sousse,quincaillerie,boulon,Fischer,2.47,5,88,215,531.05,100.0
maison,244,140947,Tozeur,electricite,prise,LocalElec,7.4,2,55,46,340.4,55.76
renovation,55,29133,Beja,quincaillerie,clou,Fischer,0.39,3,44,31,12.09,73.16
renovation,54,32555,Kef,peinture,peinture_murale,Jotun,74.36,2,66,8,594.88,52.36
renovation,148,94335,Kairouan,maconnerie,brique,BriqueLocal,0.8,2,44,2114,1691.2,53.12
maison,115,77797,Medenine,quincaillerie,cheville,Rawlplug,0.75,3,52,77,57.75,75.52
immeuble,138,167393,Monastir,revetement,gres,GresPro,87.67,4,47,148,12975.16,85.33
immeuble,267,224898,Gabes,maconnerie,sable,CarriereTunis,53.64,4,49,72,3862.08,89.34
maison,68,57130,Jendouba,maconnerie,gravier,GraviereTunis,44.98,4,62,19,854.62,94.1
immeuble,121,133401,Kairouan,maconnerie,sable,Sibline,58.11,3,41,36,2091.96,66.49
immeuble,275,216207,Nabeul,etancheite,membrane_etanche,LocalMemb,33.35,4,66,205,6836.75,96.46
renovation,215,144848,Sfax,peinture,pinceau,PaintPro,6.7,3,55,7,46.9,75.83
renovation,353,123891,Sidi Bouzid,maconnerie,ciment,Sibline,23.58,3,46,142,3348.36,71.44
maison,368,213012,Medenine,isolation,laine_verre,LocalIso,14.09,5,83,347,4889.23,100.0
immeuble,214,214563,Tozeur,quincaillerie,clou,Fischer,0.23,5,85,199,45.77,100.0
renovation,52,31733,Sidi Bouzid,quincaillerie,cheville,LocalChev,0.36,3,67,32,11.52,80.06
maison,142,71573,Kairouan,peinture,pinceau,OutilTunis,15.72,3,54,2,31.44,74.63
renovation,217,161400,Ariana,etancheite,bitume,Bostik,43.96,5,64,4,175.84,100.0
maison,464,300000,Sfax,revetement,marbre,SOTEMAIL,120.59,3,60,546,65842.14,65.94
immeuble,444,300000,Ben Arous,electricite,cable,LocalCable,7.91,4,48,465,3678.15,93.61
maison,143,85554,Kasserine,electricite,interrupteur,LocalElec,5.14,3,52,36,185.04,75.09
immeuble,386,284732,Zaghouan,plomberie,robinet,Grohe,42.97,4,92,3,128.91,100.0
maison,171,98561,Sousse,electricite,cable,LocalCable,5.0,3,57,192,960.0,76.6
renovation,258,116623,Jendouba,plomberie,raccord,GF,8.66,4,66,7,60.62,98.93
immeuble,124,143394,Kairouan,peinture,peinture_murale,Ripolin,87.19,4,57,19,1656.61,88.38
maison,61,31629,Mahdia,peinture,enduit,Weber,23.89,2,42,5,119.45,50.21
immeuble,270,279406,Medenine,electricite,cable,Legrand,6.99,4,78,386,2698.14,100.0
maison,175,145637,Kebili,plomberie,chauffe_eau,LocalChauf,429.99,3,57,1,429.99,34.1
immeuble,129,155295,Sousse,etancheite,bitume,LocalBitume,35.0,3,61,7,245.0,74.8
maison,478,217298,Bizerte,etancheite,membrane_etanche,Sika,20.15,4,83,442,8906.3,100.0
renovation,231,88896,Kef,plomberie,tuyau,LocalPlomb,11.17,2,53,156,1742.52,54.78
renovation,264,145188,Jendouba,electricite,disjoncteur,Schneider,45.82,5,78,3,137.46,100.0
maison,77,34483,Kebili,maconnerie,ciment,Holcim,21.69,3,40,38,824.22,69.83
renovation,450,226758,Zaghouan,etancheite,membrane_etanche,Bostik,47.03,4,57,288,13544.64,92.4
immeuble,152,255954,Nabeul,plomberie,robinet,LocalRobi,30.84,4,70,3,92.52,97.92
renovation,405,145122,Tozeur,electricite,cable,Legrand,8.95,4,52,751,6721.45,94.7
maison,329,266628,Sousse,electricite,interrupteur,LocalElec,7.54,4,76,103,776.62,100.0
renovation,371,171394,Gabes,quincaillerie,clou,Rawlplug,0.43,4,47,608,261.44,94.06
maison,439,284943,Tataouine,etancheite,silicone,Sika,26.57,5,66,2,53.14,100.0
maison,70,48622,Bizerte,quincaillerie,vis,LocalVis,0.53,2,29,77,40.81,48.65
maison,256,105471,Gabes,maconnerie,sable,CarriereTunis,58.11,4,57,29,1685.19,91.29
renovation,69,27878,Sousse,quincaillerie,clou,Fischer,0.14,3,78,71,9.94,83.39
renovation,276,90746,Kef,maconnerie,gravier,GraviereTunis,41.83,3,56,58,2426.14,72.62
renovation,315,118528,Sidi Bouzid,etancheite,hydrofuge,Sika,24.38,4,63,4,97.52,96.46
immeuble,161,165136,Tozeur,menuiserie,serrure,Yale,70.05,4,60,4,280.2,91.0
maison,468,242920,Sousse,peinture,pinceau,PaintPro,21.22,4,44,7,148.54,91.08
maison,165,146314,Tataouine,peinture,peinture_murale,Jotun,147.03,4,54,15,2205.45,81.5
immeuble,157,184988,Kef,peinture,pinceau,LocalTool,6.46,3,64,3,19.38,78.55
maison,300,238701,Zaghouan,electricite,tableau_electrique,Legrand,181.81,4,70,1,181.81,82.82
immeuble,280,300000,Sousse,peinture,rouleau,OutilTunis,8.28,5,77,5,41.4,100.0
renovation,187,81879,Kef,plomberie,tuyau,LocalPlomb,12.88,2,48,115,1481.2,53.11
renovation,458,92134,Ariana,etancheite,membrane_etanche,LocalMemb,21.46,3,48,361,7747.06,72.25
immeuble,181,174074,Nabeul,maconnerie,gravier,GraviereTunis,70.54,4,50,47,3315.38,87.95
